id,prime_id,number,answer
690,19,30,0
691,19,31,0
692,19,32,0
693,19,33,0
694,19,34,0
695,19,35,0
696,19,36,0
697,19,37,0
698,19,38,0
699,19,39,0
700,19,40,0
701,20,1,0
702,20,2,0
703,20,3,0
704,20,4,0
705,20,5,0
706,20,6,0
707,20,7,0
708,20,8,0
709,20,9,0
710,20,10,0
711,20,11,0
712,20,12,0
713,20,13,0
714,20,14,0
715,20,15,0
716,20,16,0
717,20,17,0
718,20,18,0
719,20,19,0
720,20,20,0
721,20,21,0
722,20,22,0
723,20,23,0
724,20,24,0
725,20,25,0
726,21,1,0
727,21,2,0
728,21,3,0
729,21,4,0
730,21,5,0
731,21,6,0
732,21,7,0
733,21,8,0
734,21,9,0
735,21,10,0
736,21,11,0
737,21,12,0
738,21,13,0
739,21,14,0
740,21,15,0
741,21,16,0
742,21,17,0
743,21,18,0
744,21,19,0
745,21,20,0
746,21,21,0
747,21,22,0
748,21,23,0
749,21,24,0
750,21,25,0
751,21,26,0
752,21,27,0
753,21,28,0
754,21,29,0
755,21,30,0
756,21,31,0
757,21,32,0
758,21,33,0
759,21,34,0
760,21,35,0
761,21,36,0
762,21,37,0
763,21,38,0
764,21,39,0
765,21,40,0
766,22,1,0
767,22,2,0
768,22,3,0
769,22,4,0
770,22,5,0
771,22,6,0
772,22,7,0
773,22,8,0
774,22,9,0
775,22,10,0
776,22,11,0
777,22,12,0
778,22,13,0
779,22,14,0
780,22,15,0
781,22,16,0
782,22,17,0
783,22,18,0
784,22,19,0
785,22,20,0
786,22,21,0
787,22,22,0
788,22,23,0
789,22,24,0
790,22,25,0
791,22,26,0
792,22,27,0
793,22,28,0
794,22,29,0
795,22,30,0
796,22,31,0
797,22,32,0
798,22,33,0
799,22,34,0
800,22,35,0
801,22,36,0
802,22,37,0
803,22,38,0
804,22,39,0
805,22,40,0
806,23,1,0
807,23,2,0
808,23,3,0
809,23,4,0
810,23,5,0
811,23,6,0
812,23,7,0
813,23,8,0
814,23,9,0
815,23,10,0
816,23,11,0
817,23,12,0
818,23,13,0
819,23,14,0
820,23,15,0
821,23,16,0
822,23,17,0
823,23,18,0
824,23,19,0
825,23,20,0
826,23,21,0
827,23,22,0
828,23,23,0
829,23,24,0
830,23,25,0
831,23,26,0
832,23,27,0
833,23,28,0
834,23,29,0
835,23,30,0
836,23,31,0
837,23,32,0
838,23,33,0
839,23,34,0
840,23,35,0
841,23,36,0
842,23,37,0
843,23,38,0
844,23,39,0
845,23,40,0
846,24,1,0
847,24,2,0
848,24,3,0
849,24,4,0
850,24,5,0
851,24,6,0
852,24,7,0
853,24,8,0
854,24,9,0
855,24,10,0
856,24,11,0
857,24,12,0
858,24,13,0
859,24,14,0
860,24,15,0
861,24,16,0
862,24,17,0
863,24,18,0
864,24,19,0
865,24,20,0
866,24,21,0
867,24,22,0
868,24,23,0
869,24,24,0
870,24,25,0
871,25,1,0
872,25,2,0
873,25,3,0
874,25,4,0
875,25,5,0
876,25,6,0
877,25,7,0
878,25,8,0
879,25,9,0
880,25,10,0
881,25,11,0
882,25,12,0
883,25,13,0
884,25,14,0
885,25,15,0
886,25,16,0
887,25,17,0
888,25,18,0
889,25,19,0
890,25,20,0
891,25,21,0
892,25,22,0
893,25,23,0
894,25,24,0
895,25,25,0
896,25,26,0
897,25,27,0
898,25,28,0
899,25,29,0
900,25,30,0
901,25,31,0
902,25,32,0
903,25,33,0
904,25,34,0
905,25,35,0
906,25,36,0
907,25,37,0
908,25,38,0
909,25,39,0
910,25,40,0
911,26,1,0
912,26,2,0
913,26,3,0
914,26,4,0
915,26,5,0
916,26,6,0
917,26,7,0
918,26,8,0
919,26,9,0
920,26,10,0
921,26,11,0
922,26,12,0
923,26,13,0
924,26,14,0
925,26,15,0
926,26,16,0
927,26,17,0
928,26,18,0
929,26,19,0
930,26,20,0
931,26,21,0
932,26,22,0
933,26,23,0
934,26,24,0
935,26,25,0
936,26,26,0
937,26,27,0
938,26,28,0
939,26,29,0
940,26,30,0
941,26,31,0
942,26,32,0
943,26,33,0
944,26,34,0
945,26,35,0
946,26,36,0
947,26,37,0
948,26,38,0
949,26,39,0
950,26,40,0
951,27,1,0
952,27,2,0
953,27,3,0
954,27,4,0
955,27,5,0
956,27,6,0
957,27,7,0
958,27,8,0
959,27,9,0
960,27,10,0
961,27,11,0
962,27,12,0
963,27,13,0
964,27,14,0
965,27,15,0
966,27,16,0
967,27,17,0
968,27,18,0
969,27,19,0
970,27,20,0
971,27,21,0
972,27,22,0
973,27,23,0
974,27,24,0
975,27,25,0
976,27,26,0
977,27,27,0
978,27,28,0
979,27,29,0
980,27,30,0
981,27,31,0
982,27,32,0
983,27,33,0
984,27,34,0
985,27,35,0
986,27,36,0
987,27,37,0
988,27,38,0
989,27,39,0
990,27,40,0
991,28,1,0
992,28,2,0
993,28,3,0
994,28,4,0
995,28,5,0
996,28,6,0
997,28,7,0
998,28,8,0
999,28,9,0
1000,28,10,0
1001,28,11,0
1002,28,12,0
1003,28,13,0
1004,28,14,0
1005,28,15,0
1006,28,16,0
1007,28,17,0
1008,28,18,0
1009,28,19,0
1010,28,20,0
1011,28,21,0
1012,28,22,0
1013,28,23,0
1014,28,24,0
1015,28,25,0
1016,29,1,0
1017,29,2,0
1018,29,3,0
1019,29,4,0
1020,29,5,0
1021,29,6,0
1022,29,7,0
1023,29,8,0
1024,29,9,0
1025,29,10,0
1026,29,11,0
1027,29,12,0
1028,29,13,0
1029,29,14,0
1030,29,15,0
1031,29,16,0
1032,29,17,0
1033,29,18,0
1034,29,19,0
1035,29,20,0
1036,29,21,0
1037,29,22,0
1038,29,23,0
1039,29,24,0
1040,29,25,0
1041,29,26,0
1042,29,27,0
1043,29,28,0
1044,29,29,0
1045,29,30,0
1046,29,31,0
1047,29,32,0
1048,29,33,0
1049,29,34,0
1050,29,35,0
1051,29,36,0
1052,29,37,0
1053,29,38,0
1054,29,39,0
1055,29,40,0
1056,30,1,0
1057,30,2,0
1058,30,3,0
1059,30,4,0
1060,30,5,0
1061,30,6,0
1062,30,7,0
1063,30,8,0
1064,30,9,0
1065,30,10,0
1066,30,11,0
1067,30,12,0
1068,30,13,0
1069,30,14,0
1070,30,15,0
1071,30,16,0
1072,30,17,0
1073,30,18,0
1074,30,19,0
1075,30,20,0
1076,30,21,0
1077,30,22,0
1078,30,23,0
1079,30,24,0
1080,30,25,0
1081,30,26,0
1082,30,27,0
1083,30,28,0
1084,30,29,0
1085,30,30,0
1086,30,31,0
1087,30,32,0
1088,30,33,0
1089,30,34,0
1090,30,35,0
1091,30,36,0
1092,30,37,0
1093,30,38,0
1094,30,39,0
1095,30,40,0
1096,31,1,0
1097,31,2,0
1098,31,3,0
1099,31,4,0
1100,31,5,0
1101,31,6,0
1102,31,7,0
1103,31,8,0
1104,31,9,0
1105,31,10,0
1106,31,11,0
1107,31,12,0
1108,31,13,0
1109,31,14,0
1110,31,15,0
1111,31,16,0
1112,31,17,0
1113,31,18,0
1114,31,19,0
1115,31,20,0
1116,31,21,0
1117,31,22,0
1118,31,23,0
1119,31,24,0
1120,31,25,0
1121,31,26,0
1122,31,27,0
1123,31,28,0
1124,31,29,0
1125,31,30,0
1126,31,31,0
1127,31,32,0
1128,31,33,0
1129,31,34,0
1130,31,35,0
1131,31,36,0
1132,31,37,0
1133,31,38,0
1134,31,39,0
1135,31,40,0
1136,32,1,0
1137,32,2,0
1138,32,3,0
1139,32,4,0
1140,32,5,0
1141,32,6,0
1142,32,7,0
1143,32,8,0
1144,32,9,0
1145,32,10,0
1146,32,11,0
1147,32,12,0
1148,32,13,0
1149,32,14,0
1150,32,15,0
1151,32,16,0
1152,32,17,0
1153,32,18,0
1154,32,19,0
1155,32,20,0
1156,32,21,0
1157,32,22,0
1158,32,23,0
1159,32,24,0
1160,32,25,0
1161,33,1,0
1162,33,2,0
1163,33,3,0
1164,33,4,0
1165,33,5,0
1166,33,6,0
1167,33,7,0
1168,33,8,0
1169,33,9,0
1170,33,10,0
1171,33,11,0
1172,33,12,0
1173,33,13,0
1174,33,14,0
1175,33,15,0
1176,33,16,0
1177,33,17,0
1178,33,18,0
1179,33,19,0
1180,33,20,0
1181,33,21,0
1182,33,22,0
1183,33,23,0
1184,33,24,0
1185,33,25,0
1186,33,26,0
1187,33,27,0
1188,33,28,0
1189,33,29,0
1190,33,30,0
1191,33,31,0
1192,33,32,0
1193,33,33,0
1194,33,34,0
1195,33,35,0
1196,33,36,0
1197,33,37,0
1198,33,38,0
1199,33,39,0
1200,33,40,0
1201,34,1,0
1202,34,2,0
1203,34,3,0
1204,34,4,0
1205,34,5,0
1206,34,6,0
1207,34,7,0
1208,34,8,0
1209,34,9,0
1210,34,10,0
1211,34,11,0
1212,34,12,0
1213,34,13,0
1214,34,14,0
1215,34,15,0
1216,34,16,0
1217,34,17,0
1218,34,18,0
1219,34,19,0
1220,34,20,0
1221,34,21,0
1222,34,22,0
1223,34,23,0
1224,34,24,0
1225,34,25,0
1226,34,26,0
1227,34,27,0
1228,34,28,0
1229,34,29,0
1230,34,30,0
1231,34,31,0
1232,34,32,0
1233,34,33,0
1234,34,34,0
1235,34,35,0
1236,34,36,0
1237,34,37,0
1238,34,38,0
1239,34,39,0
1240,34,40,0
1241,35,1,0
1242,35,2,0
1243,35,3,0
1244,35,4,0
1245,35,5,0
1246,35,6,0
1247,35,7,0
1248,35,8,0
1249,35,9,0
1250,35,10,0
1251,35,11,0
1252,35,12,0
1253,35,13,0
1254,35,14,0
1255,35,15,0
1256,35,16,0
1257,35,17,0
1258,35,18,0
1259,35,19,0
1260,35,20,0
1261,35,21,0
1262,35,22,0
1263,35,23,0
1264,35,24,0
1265,35,25,0
1266,35,26,0
1267,35,27,0
1268,35,28,0
1269,35,29,0
1270,35,30,0
1271,35,31,0
1272,35,32,0
1273,35,33,0
1274,35,34,0
1275,35,35,0
1276,35,36,0
1277,35,37,0
1278,35,38,0
1279,35,39,0
1280,35,40,0
1281,36,1,0
1282,36,2,0
1283,36,3,0
1284,36,4,0
1285,36,5,0
1286,36,6,0
1287,36,7,0
1288,36,8,0
1289,36,9,0
1290,36,10,0
1291,36,11,0
1292,36,12,0
1293,36,13,0
1294,36,14,0
1295,36,15,0
1296,36,16,0
1297,36,17,0
1298,36,18,0
1299,36,19,0
1300,36,20,0
1301,36,21,0
1302,36,22,0
1303,36,23,0
1304,36,24,0
1305,36,25,0
1306,37,1,0
1307,37,2,0
1308,37,3,0
1309,37,4,0
1310,37,5,0
1311,37,6,0
1312,37,7,0
1313,37,8,0
1314,37,9,0
1315,37,10,0
1316,37,11,0
1317,37,12,0
1318,37,13,0
1319,37,14,0
1320,37,15,0
1321,37,16,0
1322,37,17,0
1323,37,18,0
1324,37,19,0
1325,37,20,0
1326,37,21,0
1327,37,22,0
1328,37,23,0
1329,37,24,0
1330,37,25,0
1331,37,26,0
1332,37,27,0
1333,37,28,0
1334,37,29,0
1335,37,30,0
1336,37,31,0
1337,37,32,0
1338,37,33,0
1339,37,34,0
1340,37,35,0
1341,37,36,0
1342,37,37,0
1343,37,38,0
1344,37,39,0
1345,37,40,0
1346,38,1,0
1347,38,2,0
1348,38,3,0
1349,38,4,0
1350,38,5,0
1351,38,6,0
1352,38,7,0
1353,38,8,0
1354,38,9,0
1355,38,10,0
1356,38,11,0
1357,38,12,0
1358,38,13,0
1359,38,14,0
1360,38,15,0
1361,38,16,0
1362,38,17,0
1363,38,18,0
1364,38,19,0
1365,38,20,0
1366,38,21,0
1367,38,22,0
1368,38,23,0
1369,38,24,0
1370,38,25,0
1371,38,26,0
1372,38,27,0
1373,38,28,0
1374,38,29,0
1375,38,30,0
1376,38,31,0
1377,38,32,0
1378,38,33,0
1379,38,34,0
1380,38,35,0
1381,38,36,0
1382,38,37,0
1383,38,38,0
1384,38,39,0
1385,38,40,0
1386,39,1,0
1387,39,2,0
1388,39,3,0
1389,39,4,0
1390,39,5,0
1391,39,6,0
1392,39,7,0
1393,39,8,0
1394,39,9,0
1395,39,10,0
1396,39,11,0
1397,39,12,0
1398,39,13,0
1399,39,14,0
1400,39,15,0
1401,39,16,0
1402,39,17,0
1403,39,18,0
1404,39,19,0
1405,39,20,0
1406,39,21,0
1407,39,22,0
1408,39,23,0
1409,39,24,0
1410,39,25,0
1411,39,26,0
1412,39,27,0
1413,39,28,0
1414,39,29,0
1415,39,30,0
1416,39,31,0
1417,39,32,0
1418,39,33,0
1419,39,34,0
1420,39,35,0
1421,39,36,0
1422,39,37,0
1423,39,38,0
1424,39,39,0
1425,39,40,0
1426,40,1,0
1427,40,2,0
1428,40,3,0
1429,40,4,0
1430,40,5,0
1431,40,6,0
1432,40,7,0
1433,40,8,0
1434,40,9,0
1435,40,10,0
1436,40,11,0
1437,40,12,0
1438,40,13,0
1439,40,14,0
1440,40,15,0
1441,40,16,0
1442,40,17,0
1443,40,18,0
1444,40,19,0
1445,40,20,0
1446,40,21,0
1447,40,22,0
1448,40,23,0
1449,40,24,0
1450,40,25,0
1451,41,1,0
1452,41,2,0
1453,41,3,0
1454,41,4,0
1455,41,5,0
1456,41,6,0
1457,41,7,0
1458,41,8,0
1459,41,9,0
1460,41,10,0
1461,41,11,0
1462,41,12,0
1463,41,13,0
1464,41,14,0
1465,41,15,0
1466,41,16,0
1467,41,17,0
1468,41,18,0
1469,41,19,0
1470,41,20,0
1471,41,21,0
1472,41,22,0
1473,41,23,0
1474,41,24,0
1475,41,25,0
1476,41,26,0
1477,41,27,0
1478,41,28,0
1479,41,29,0
1480,41,30,0
1481,41,31,0
1482,41,32,0
1483,41,33,0
1484,41,34,0
1485,41,35,0
1486,41,36,0
1487,41,37,0
1488,41,38,0
1489,41,39,0
1490,41,40,0
1491,42,1,0
1492,42,2,0
1493,42,3,0
1494,42,4,0
1495,42,5,0
1496,42,6,0
1497,42,7,0
1498,42,8,0
1499,42,9,0
1500,42,10,0
1501,42,11,0
1502,42,12,0
1503,42,13,0
1504,42,14,0
1505,42,15,0
1506,42,16,0
1507,42,17,0
1508,42,18,0
1509,42,19,0
1510,42,20,0
1511,42,21,0
1512,42,22,0
1513,42,23,0
1514,42,24,0
1515,42,25,0
1516,42,26,0
1517,42,27,0
1518,42,28,0
1519,42,29,0
1520,42,30,0
1521,42,31,0
1522,42,32,0
1523,42,33,0
1524,42,34,0
1525,42,35,0
1526,42,36,0
1527,42,37,0
1528,42,38,0
1529,42,39,0
1530,42,40,0
1531,43,1,0
1532,43,2,0
1533,43,3,0
1534,43,4,0
1535,43,5,0
1536,43,6,0
1537,43,7,0
1538,43,8,0
1539,43,9,0
1540,43,10,0
1541,43,11,0
1542,43,12,0
1543,43,13,0
1544,43,14,0
1545,43,15,0
1546,43,16,0
1547,43,17,0
1548,43,18,0
1549,43,19,0
1550,43,20,0
1551,43,21,0
1552,43,22,0
1553,43,23,0
1554,43,24,0
1555,43,25,0
1556,43,26,0
1557,43,27,0
1558,43,28,0
1559,43,29,0
1560,43,30,0
1561,43,31,0
1562,43,32,0
1563,43,33,0
1564,43,34,0
1565,43,35,0
1566,43,36,0
1567,43,37,0
1568,43,38,0
1569,43,39,0
1570,43,40,0
1571,44,1,0
1572,44,2,0
1573,44,3,0
1574,44,4,0
1575,44,5,0
1576,44,6,0
1577,44,7,0
1578,44,8,0
1579,44,9,0
1580,44,10,0
1581,44,11,0
1582,44,12,0
1583,44,13,0
1584,44,14,0
1585,44,15,0
1586,44,16,0
1587,44,17,0
1588,44,18,0
1589,44,19,0
1590,44,20,0
1591,44,21,0
1592,44,22,0
1593,44,23,0
1594,44,24,0
1595,44,25,0
1596,45,1,0
1597,45,2,0
1598,45,3,0
1599,45,4,0
1600,45,5,0
1601,45,6,0
1602,45,7,0
1603,45,8,0
1604,45,9,0
1605,45,10,0
1606,45,11,0
1607,45,12,0
1608,45,13,0
1609,45,14,0
1610,45,15,0
1611,45,16,0
1612,45,17,0
1613,45,18,0
1614,45,19,0
1615,45,20,0
1616,45,21,0
1617,45,22,0
1618,45,23,0
1619,45,24,0
1620,45,25,0
1621,45,26,0
1622,45,27,0
1623,45,28,0
1624,45,29,0
1625,45,30,0
1626,45,31,0
1627,45,32,0
1628,45,33,0
1629,45,34,0
1630,45,35,0
1631,45,36,0
1632,45,37,0
1633,45,38,0
1634,45,39,0
1635,45,40,0
1636,46,1,0
1637,46,2,0
1638,46,3,0
1639,46,4,0
1640,46,5,0
1641,46,6,0
1642,46,7,0
1643,46,8,0
1644,46,9,0
1645,46,10,0
1646,46,11,0
1647,46,12,0
1648,46,13,0
1649,46,14,0
1650,46,15,0
1651,46,16,0
1652,46,17,0
1653,46,18,0
1654,46,19,0
1655,46,20,0
1656,46,21,0
1657,46,22,0
1658,46,23,0
1659,46,24,0
1660,46,25,0
1661,46,26,0
1662,46,27,0
1663,46,28,0
