id,exam_id,serial_start,serial_end,region,department,school,address,contact
74,6,10070001,10070228,대구,행정(일반행정:전국),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
75,6,10100204,10100205,대구,행정(일반행정:지역),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
76,6,10135025,10135025,대구,행정(일반행정:지역),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
77,6,10146028,10146028,대구,행정(일반행정:지역),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
78,6,10170009,10170033,대구,행정(일반행정:지역),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
79,6,10175008,10175017,대구,행정(일반행정:지역),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
80,6,10180029,10180030,대구,행정(일반행정:지역),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
81,6,10190007,10190010,대구,행정(일반행정:지역),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
82,6,10370001,10370007,대구,행정(인사조직),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
83,6,10270001,10270020,대구,행정(법무행정),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
84,6,10470001,10470054,대구,행정(재경),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
85,6,10670001,10670006,대구,행정(국제통상),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
86,6,10870001,10870014,대구,행정(교육행정),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
87,6,11070001,11070002,대구,사회복지(사회복지),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
88,6,15070001,15070027,대구,교정(교정),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
89,6,15670001,15670021,대구,보호(보호),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
90,6,16270001,16270021,대구,검찰(검찰),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
91,6,16670001,16670008,대구,출입국관리(출입국관리),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
92,6,10080001,10080235,부산,행정(일반행정:전국),"동의공업고등학교
(동의고등학교)",부산광역시 부산진구 양지로 50,051-811-7583
93,6,10100206,10100208,부산,행정(일반행정:지역),"동의공업고등학교
(동의고등학교)",부산광역시 부산진구 양지로 50,051-811-7583
94,6,10160045,10160045,부산,행정(일반행정:지역),"동의공업고등학교
(동의고등학교)",부산광역시 부산진구 양지로 51,051-811-7583
95,6,10180031,10180079,부산,행정(일반행정:지역),"동의공업고등학교
(동의고등학교)",부산광역시 부산진구 양지로 52,051-811-7583
96,6,10187014,10187025,부산,행정(일반행정:지역),"동의공업고등학교
(동의고등학교)",부산광역시 부산진구 양지로 53,051-811-7583
97,6,10190011,10190025,부산,행정(일반행정:지역),"동의공업고등학교
(동의고등학교)",부산광역시 부산진구 양지로 54,051-811-7583
98,6,10380001,10380004,부산,행정(인사조직),"동의공업고등학교
(동의고등학교)",부산광역시 부산진구 양지로 50,051-811-7583
99,6,10280001,10280030,부산,행정(법무행정),"동의공업고등학교
(동의고등학교)",부산광역시 부산진구 양지로 50,051-811-7583
100,6,10480001,10480087,부산,행정(재경),부산전자공업고등학교,부산광역시 동래구 금강로59번길 51,051-606-0200
101,6,10680001,10680036,부산,행정(국제통상),부산전자공업고등학교,부산광역시 동래구 금강로59번길 52,051-606-0200
102,6,10880001,10880016,부산,행정(교육행정),부산전자공업고등학교,부산광역시 동래구 금강로59번길 53,051-606-0200
103,6,11080001,11080006,부산,사회복지(사회복지),부산전자공업고등학교,부산광역시 동래구 금강로59번길 54,051-606-0200
104,6,15080001,15080022,부산,교정(교정),부산전자공업고등학교,부산광역시 동래구 금강로59번길 55,051-606-0200
105,6,15680001,15680022,부산,보호(보호),부산전자공업고등학교,부산광역시 동래구 금강로59번길 56,051-606-0200
106,6,16280001,16280035,부산,검찰(검찰),부산전자공업고등학교,부산광역시 동래구 금강로59번길 57,051-606-0200
107,6,16680001,16680013,부산,출입국관리(출입국관리),"동의공업고등학교
(동의고등학교)",부산광역시 부산진구 양지로 50,051-811-7583
108,6,20000001,20000149,서울,공업(일반기계),인헌중학교,서울특별시 관악구 인헌9길 35,02-877-0047
109,6,20200001,20200102,서울,공업(전기),구암중학교,서울특별시 관악구 성현로 53,02-881-2999
110,6,20400001,20400089,서울,공업(화공),구암중학교,서울특별시 관악구 성현로 53,02-881-2999
111,6,20600001,20600057,서울,농업(일반농업),구로고등학교,서울특별시 구로구 가마산로27길 45,02-851-2065
112,6,20800001,20800042,서울,임업(산림자원:전국),구로고등학교,서울특별시 구로구 가마산로27길 45,02-851-2065
113,6,20920001,20920010,서울,임업(산림자원:지역),구로고등학교,서울특별시 구로구 가마산로27길 45,02-851-2065
114,6,21000001,21000023,서울,해양수산(일반수산),구일중학교,서울특별시 구로구 구일로 90-133,02-2107-9104
115,6,21200001,21200082,서울,환경(일반환경),구로고등학교,서울특별시 구로구 가마산로27길 45,02-851-2065
116,6,22400001,22400032,서울,기상(기상),구로고등학교,서울특별시 구로구 가마산로27길 45,02-851-2065
117,6,21400001,21400132,서울,시설(일반토목:전국),구일중학교,서울특별시 구로구 구일로 90-133,02-2107-9104
118,6,21500001,21500023,서울,시설(일반토목:지역),구일중학교,서울특별시 구로구 구일로 90-133,02-2107-9104
119,6,21525001,21525012,서울,시설(일반토목:지역),구일중학교,서울특별시 구로구 구일로 90-133,02-2107-9104
120,6,21600001,21600080,서울,시설(건축:전국),구일중학교,서울특별시 구로구 구일로 90-133,02-2107-9104
121,6,21700001,21700027,서울,시설(건축:지역),구일중학교,서울특별시 구로구 구일로 90-133,02-2107-9104
122,6,21770001,21770002,서울,시설(건축:지역),구일중학교,서울특별시 구로구 구일로 90-133,02-2107-9104
123,6,21780001,21780007,서울,시설(건축:지역),구일중학교,서울특별시 구로구 구일로 90-133,02-2107-9104
124,6,23000001,23000025,서울,시설(시설조경),구일중학교,서울특별시 구로구 구일로 90-133,02-2107-9104
125,6,22100001,22100040,서울,방재안전(방재안전),구로고등학교,서울특별시 구로구 가마산로27길 45,02-851-2065
126,6,21800001,21800191,서울,전산(전산개발),구로고등학교,서울특별시 구로구 가마산로27길 45,02-851-2065
127,6,22300001,22300125,서울,전산(데이터),구로고등학교,서울특별시 구로구 가마산로27길 45,02-851-2065
128,6,22300126,22300126,서울,전산(데이터),국립서울맹학교,서울특별시 용산구 한강대로57길 5,02-731-6882
129,6,21900001,21900036,서울,전산(정보보호),구일중학교,서울특별시 구로구 구일로 90-133,02-2107-9104
130,6,22000001,22000133,서울,방송통신(통신기술),구일중학교,서울특별시 구로구 구일로 90-133,02-2107-9104
131,6,20040001,20040026,대전,공업(일반기계),대전버드내중학교,대전광역시 서구 유등로 285,042-530-1500
132,6,20240001,20240028,대전,공업(전기),대전버드내중학교,대전광역시 서구 유등로 285,042-530-1500
133,6,20440001,20440017,대전,공업(화공),대전버드내중학교,대전광역시 서구 유등로 285,042-530-1500
134,6,20640001,20640010,대전,농업(일반농업),대전버드내중학교,대전광역시 서구 유등로 285,042-530-1500
135,6,20840001,20840009,대전,임업(산림자원:전국),대전버드내중학교,대전광역시 서구 유등로 285,042-530-1500
136,6,20920011,20920012,대전,임업(산림자원:지역),대전버드내중학교,대전광역시 서구 유등로 285,042-530-1500
137,6,21040001,21040009,대전,해양수산(일반수산),대전버드내중학교,대전광역시 서구 유등로 285,042-530-1500
138,6,21240001,21240013,대전,환경(일반환경),대전버드내중학교,대전광역시 서구 유등로 285,042-530-1500
139,6,22440001,22440008,대전,기상(기상),대전버드내중학교,대전광역시 서구 유등로 285,042-530-1500
140,6,21440001,21440021,대전,시설(일반토목:전국),대전버드내중학교,대전광역시 서구 유등로 285,042-530-1500
141,6,21500024,21500025,대전,시설(일반토목:지역),대전버드내중학교,대전광역시 서구 유등로 285,042-530-1500
142,6,21640001,21640018,대전,시설(건축:전국),대전버드내중학교,대전광역시 서구 유등로 285,042-530-1500
143,6,23040001,23040004,대전,시설(시설조경),대전버드내중학교,대전광역시 서구 유등로 285,042-530-1500
144,6,22140001,22140008,대전,방재안전(방재안전),대전버드내중학교,대전광역시 서구 유등로 285,042-530-1500
145,6,21840001,21840028,대전,전산(전산개발),대전버드내중학교,대전광역시 서구 유등로 285,042-530-1500
146,6,22340001,22340031,대전,전산(데이터),대전버드내중학교,대전광역시 서구 유등로 285,042-530-1500
147,6,21940001,21940008,대전,전산(정보보호),대전버드내중학교,대전광역시 서구 유등로 285,042-530-1500
148,6,22040001,22040020,대전,방송통신(통신기술),대전버드내중학교,대전광역시 서구 유등로 285,042-530-1500
149,6,20055001,20055009,광주,공업(일반기계),상일중학교,광주광역시 서구 내방로 229,062-380-0207
150,6,20255001,20255011,광주,공업(전기),상일중학교,광주광역시 서구 내방로 229,062-380-0207
151,6,20455001,20455012,광주,공업(화공),상일중학교,광주광역시 서구 내방로 229,062-380-0207
152,6,20655001,20655016,광주,농업(일반농업),상일중학교,광주광역시 서구 내방로 229,062-380-0207
153,6,20855001,20855003,광주,임업(산림자원:전국),상일중학교,광주광역시 서구 내방로 229,062-380-0207
154,6,20920013,20920013,광주,임업(산림자원:지역),상일중학교,광주광역시 서구 내방로 229,062-380-0207
155,6,21055001,21055004,광주,해양수산(일반수산),상일중학교,광주광역시 서구 내방로 229,062-380-0207
156,6,21255001,21255008,광주,환경(일반환경),상일중학교,광주광역시 서구 내방로 229,062-380-0207
157,6,22455001,22455002,광주,기상(기상),상일중학교,광주광역시 서구 내방로 229,062-380-0207
158,6,21455001,21455016,광주,시설(일반토목:전국),상일중학교,광주광역시 서구 내방로 229,062-380-0207
159,6,21655001,21655006,광주,시설(건축:전국),상일중학교,광주광역시 서구 내방로 229,062-380-0207
160,6,21780008,21780008,광주,시설(건축:지역),상일중학교,광주광역시 서구 내방로 229,062-380-0207
161,6,23055001,23055003,광주,시설(시설조경),상일중학교,광주광역시 서구 내방로 229,062-380-0207
162,6,22155001,22155001,광주,방재안전(방재안전),상일중학교,광주광역시 서구 내방로 229,062-380-0207
163,6,21855001,21855016,광주,전산(전산개발),상일중학교,광주광역시 서구 내방로 229,062-380-0207
164,6,22355001,22355008,광주,전산(데이터),상일중학교,광주광역시 서구 내방로 229,062-380-0207
165,6,21955001,21955003,광주,전산(정보보호),상일중학교,광주광역시 서구 내방로 229,062-380-0207
166,6,22055001,22055002,광주,방송통신(통신기술),상일중학교,광주광역시 서구 내방로 229,062-380-0207
167,6,20070001,20070015,대구,공업(일반기계),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
168,6,20270001,20270017,대구,공업(전기),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
169,6,20470001,20470013,대구,공업(화공),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
170,6,20670001,20670017,대구,농업(일반농업),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
171,6,20870001,20870012,대구,임업(산림자원:전국),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
172,6,21070001,21070003,대구,해양수산(일반수산),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
173,6,21270001,21270008,대구,환경(일반환경),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
174,6,22470001,22470005,대구,기상(기상),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
175,6,21470001,21470017,대구,시설(일반토목:전국),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
176,6,21500026,21500026,대구,시설(일반토목:지역),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
177,6,21670001,21670008,대구,시설(건축:전국),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
178,6,21770003,21770006,대구,시설(건축:지역),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
179,6,21780009,21780009,대구,시설(건축:지역),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
180,6,23070001,23070005,대구,시설(시설조경),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
181,6,22170001,22170004,대구,방재안전(방재안전),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
182,6,21870001,21870020,대구,전산(전산개발),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
183,6,22370001,22370011,대구,전산(데이터),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
184,6,21970001,21970001,대구,전산(정보보호),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
185,6,22070001,22070018,대구,방송통신(통신기술),대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
186,6,20080001,20080028,부산,공업(일반기계),부산전자공업고등학교,부산광역시 동래구 금강로59번길 51,051-606-0200
187,6,20280001,20280019,부산,공업(전기),부산전자공업고등학교,부산광역시 동래구 금강로59번길 51,051-606-0200
188,6,20480001,20480011,부산,공업(화공),부산전자공업고등학교,부산광역시 동래구 금강로59번길 51,051-606-0200
189,6,20680001,20680010,부산,농업(일반농업),부산전자공업고등학교,부산광역시 동래구 금강로59번길 51,051-606-0200
190,6,20880001,20880008,부산,임업(산림자원:전국),부산전자공업고등학교,부산광역시 동래구 금강로59번길 51,051-606-0200
191,6,21080001,21080023,부산,해양수산(일반수산),부산전자공업고등학교,부산광역시 동래구 금강로59번길 51,051-606-0200
192,6,21280001,21280011,부산,환경(일반환경),부산전자공업고등학교,부산광역시 동래구 금강로59번길 51,051-606-0200
193,6,22480001,22480006,부산,기상(기상),부산전자공업고등학교,부산광역시 동래구 금강로59번길 51,051-606-0200
194,6,21480001,21480013,부산,시설(일반토목:전국),부산전자공업고등학교,부산광역시 동래구 금강로59번길 51,051-606-0200
195,6,21680001,21680005,부산,시설(건축:전국),부산전자공업고등학교,부산광역시 동래구 금강로59번길 51,051-606-0200
196,6,21780010,21780012,부산,시설(건축:지역),부산전자공업고등학교,부산광역시 동래구 금강로59번길 51,051-606-0200
197,6,23080001,23080002,부산,시설(시설조경),부산전자공업고등학교,부산광역시 동래구 금강로59번길 51,051-606-0200
198,6,22180001,22180007,부산,방재안전(방재안전),부산전자공업고등학교,부산광역시 동래구 금강로59번길 51,051-606-0200
199,6,21880001,21880010,부산,전산(전산개발),부산전자공업고등학교,부산광역시 동래구 금강로59번길 51,051-606-0200
200,6,22380001,22380022,부산,전산(데이터),부산전자공업고등학교,부산광역시 동래구 금강로59번길 51,051-606-0200
201,6,21980001,21980003,부산,전산(정보보호),부산전자공업고등학교,부산광역시 동래구 금강로59번길 51,051-606-0200
202,6,22080001,22080013,부산,방송통신(통신기술),부산전자공업고등학교,부산광역시 동래구 금강로59번길 51,051-606-0200
203,6,04000001,04000772,서울,일반외교,용산고등학교,서울특별시 용산구 두텁바위로 60,02-3706-6700
204,6,04000773,04001312,서울,일반외교,한양공업고등학교,서울특별시 중구 을지로 299,02-2238-5181
205,6,04001313,04001313,서울,일반외교,국립서울맹학교,서울특별시 용산구 한강대로57길 5,02-731-6882
206,6,04040001,04040057,대전,일반외교,대전관저중학교,대전광역시 서구 관저동로 143,042-540-5881
207,6,04055001,04055028,광주,일반외교,상일중학교,광주광역시 서구 내방로 229,062-380-0207
208,6,04070001,04070047,대구,일반외교,대구과학기술고등학교,대구광역시 서구 당산로 228,053-231-9107
209,6,04080001,04080062,부산,일반외교,부산전자공업고등학교,부산광역시 동래구 금강로59번길 51,051-606-0200
210,6,80001001,80001048,서울,지역인재 7급 행정직군,대왕중학교,서울특별시 강남구 광평로20길 7,02-2226-2646
211,6,80001221,80001228,대전,지역인재 7급 행정직군,문화여자중학교,대전광역시 중구 문화로218번길 63,042-580-1210
212,6,80002049,80002061,서울,지역인재 7급 행정직군,대왕중학교,서울특별시 강남구 광평로20길 8,02-2226-2646
213,6,80002229,80002230,대전,지역인재 7급 행정직군,문화여자중학교,대전광역시 중구 문화로218번길 64,042-580-1210
214,6,80006062,80006121,서울,지역인재 7급 행정직군,대왕중학교,서울특별시 강남구 광평로20길 9,02-2226-2646
215,6,80006231,80006231,대전,지역인재 7급 행정직군,문화여자중학교,대전광역시 중구 문화로218번길 65,042-580-1210
216,6,80008122,80008144,서울,지역인재 7급 행정직군,대왕중학교,서울특별시 강남구 광평로20길 10,02-2226-2646
217,6,80008232,80008232,대전,지역인재 7급 행정직군,문화여자중학교,대전광역시 중구 문화로218번길 66,042-580-1210
218,6,80010145,80010148,서울,지역인재 7급 행정직군,대왕중학교,서울특별시 강남구 광평로20길 11,02-2226-2646
219,6,80010233,80010252,대전,지역인재 7급 행정직군,문화여자중학교,대전광역시 중구 문화로218번길 67,042-580-1210
220,6,80011149,80011155,서울,지역인재 7급 행정직군,대왕중학교,서울특별시 강남구 광평로20길 12,02-2226-2646
221,6,80011253,80011254,대전,지역인재 7급 행정직군,문화여자중학교,대전광역시 중구 문화로218번길 68,042-580-1210
222,6,80012156,80012166,서울,지역인재 7급 행정직군,대왕중학교,서울특별시 강남구 광평로20길 13,02-2226-2646
223,6,80012255,80012267,대전,지역인재 7급 행정직군,문화여자중학교,대전광역시 중구 문화로218번길 69,042-580-1210
224,6,80014167,80014172,서울,지역인재 7급 행정직군,대왕중학교,서울특별시 강남구 광평로20길 14,02-2226-2646
225,6,80014268,80014281,대전,지역인재 7급 행정직군,문화여자중학교,대전광역시 중구 문화로218번길 70,042-580-1210
226,6,80016173,80016174,서울,지역인재 7급 행정직군,대왕중학교,서울특별시 강남구 광평로20길 15,02-2226-2646
227,6,80016282,80016300,대전,지역인재 7급 행정직군,문화여자중학교,대전광역시 중구 문화로218번길 71,042-580-1210
228,6,80018175,80018176,서울,지역인재 7급 행정직군,대왕중학교,서울특별시 강남구 광평로20길 16,02-2226-2646
229,6,80018301,80018307,대전,지역인재 7급 행정직군,문화여자중학교,대전광역시 중구 문화로218번길 72,042-580-1210
230,6,80020177,80020180,서울,지역인재 7급 행정직군,대왕중학교,서울특별시 강남구 광평로20길 17,02-2226-2646
231,6,80020308,80020326,대전,지역인재 7급 행정직군,문화여자중학교,대전광역시 중구 문화로218번길 73,042-580-1210
232,6,80022181,80022183,서울,지역인재 7급 행정직군,대왕중학교,서울특별시 강남구 광평로20길 18,02-2226-2646
233,6,80022327,80022339,대전,지역인재 7급 행정직군,문화여자중학교,대전광역시 중구 문화로218번길 74,042-580-1210
234,6,80024184,80024193,서울,지역인재 7급 행정직군,대왕중학교,서울특별시 강남구 광평로20길 19,02-2226-2646
235,6,80024340,80024351,대전,지역인재 7급 행정직군,문화여자중학교,대전광역시 중구 문화로218번길 75,042-580-1210
236,6,80026194,80026206,서울,지역인재 7급 행정직군,대왕중학교,서울특별시 강남구 광평로20길 20,02-2226-2646
237,6,80026352,80026376,대전,지역인재 7급 행정직군,문화여자중학교,대전광역시 중구 문화로218번길 76,042-580-1210
238,6,80028207,80028208,서울,지역인재 7급 행정직군,대왕중학교,서울특별시 강남구 광평로20길 21,02-2226-2646
239,6,80028377,80028378,대전,지역인재 7급 행정직군,문화여자중학교,대전광역시 중구 문화로218번길 77,042-580-1210
240,6,80030209,80030212,서울,지역인재 7급 행정직군,대왕중학교,서울특별시 강남구 광평로20길 22,02-2226-2646
241,6,80030379,80030395,대전,지역인재 7급 행정직군,문화여자중학교,대전광역시 중구 문화로218번길 78,042-580-1210
242,6,80032213,80032220,서울,지역인재 7급 행정직군,대왕중학교,서울특별시 강남구 광평로20길 23,02-2226-2646
243,6,85001001,85001001,서울,지역인재 7급 공업(일반기계),대왕중학교,서울특별시 강남구 광평로20길 24,02-2226-2646
